x_distance,y_distance,sound_intensity,direction
-2.200000000000000000e+01,-4.900000000000000000e+01,1.453985418250825035e+02,1.024007485905649384e+00
-2.100000000000000000e+01,-4.900000000000000000e+01,1.454637592640854962e+02,1.034650304782661845e+00
-2.000000000000000000e+01,-4.900000000000000000e+01,1.455268689117643248e+02,1.045429452979580454e+00
-1.900000000000000000e+01,-4.900000000000000000e+01,1.455877632575738687e+02,1.056345013735868754e+00
-1.800000000000000000e+01,-4.900000000000000000e+01,1.456463349338733906e+02,1.067396942398242565e+00
-1.700000000000000000e+01,-4.900000000000000000e+01,1.457024771999759309e+02,1.078585059955330605e+00
-1.600000000000000000e+01,-4.900000000000000000e+01,1.457560844558972235e+02,1.089909046599560893e+00
-1.500000000000000000e+01,-4.900000000000000000e+01,1.458070527824654050e+02,1.101368435350428721e+00
-1.400000000000000000e+01,-4.900000000000000000e+01,1.458552805037069788e+02,1.112962605775932312e+00
-1.300000000000000000e+01,-4.900000000000000000e+01,1.459006687666870619e+02,1.124690777851492962e+00
-1.200000000000000000e+01,-4.900000000000000000e+01,1.459431221332722259e+02,1.136552005998095582e+00
-1.100000000000000000e+01,-4.900000000000000000e+01,1.459825491776293802e+02,1.148545173343624493e+00
-1.000000000000000000e+01,-4.900000000000000000e+01,1.460188630826949634e+02,1.160668986253405643e+00
-9.000000000000000000e+00,-4.900000000000000000e+01,1.460519822283728786e+02,1.172921969177727064e+00
-8.000000000000000000e+00,-4.900000000000000000e+01,1.460818307638675151e+02,1.185302459865567259e+00
-7.000000000000000000e+00,-4.900000000000000000e+01,1.461083391563546741e+02,1.197808604994835546e+00
-6.000000000000000000e+00,-4.900000000000000000e+01,1.461314447081527419e+02,1.210438356270103544e+00
-5.000000000000000000e+00,-4.900000000000000000e+01,1.461510920346944431e+02,1.223189467038994671e+00
-4.000000000000000000e+00,-4.900000000000000000e+01,1.461672334959234831e+02,1.236059489478081863e+00
-3.000000000000000000e+00,-4.900000000000000000e+01,1.461798295742513005e+02,1.249045772398254428e+00
-2.000000000000000000e+00,-4.900000000000000000e+01,1.461888491929015004e+02,1.262145459718031493e+00
-1.000000000000000000e+00,-4.900000000000000000e+01,1.461942699693311170e+02,1.275355489651176510e+00
0.000000000000000000e+00,-4.900000000000000000e+01,1.461960783994297230e+02,1.288672594652181314e+00
1.000000000000000000e+00,-4.900000000000000000e+01,1.461942699693311170e+02,1.302093302159725630e+00
2.000000000000000000e+00,-4.900000000000000000e+01,1.461888491929015004e+02,1.315613936174078180e+00
3.000000000000000000e+00,-4.900000000000000000e+01,1.461798295742513005e+02,1.329230619699570681e+00
4.000000000000000000e+00,-4.900000000000000000e+01,1.461672334959234831e+02,1.342939278077796894e+00
5.000000000000000000e+00,-4.900000000000000000e+01,1.461510920346944431e+02,1.356735643231075095e+00
6.000000000000000000e+00,-4.900000000000000000e+01,1.461314447081527419e+02,1.370615258829007921e+00
7.000000000000000000e+00,-4.900000000000000000e+01,1.461083391563546741e+02,1.384573486383755103e+00
8.000000000000000000e+00,-4.900000000000000000e+01,1.460818307638675151e+02,1.398605512271957618e+00
9.000000000000000000e+00,-4.900000000000000000e+01,1.460519822283728786e+02,1.412706355673210901e+00
1.000000000000000000e+01,-4.900000000000000000e+01,1.460188630826949634e+02,1.426870877406680282e+00
1.100000000000000000e+01,-4.900000000000000000e+01,1.459825491776293802e+02,1.441093789638984601e+00
1.200000000000000000e+01,-4.900000000000000000e+01,1.459431221332722259e+02,1.455369666427971831e+00
1.300000000000000000e+01,-4.900000000000000000e+01,1.459006687666870619e+02,1.469692955058598205e+00
1.400000000000000000e+01,-4.900000000000000000e+01,1.458552805037069788e+02,1.484057988118911542e+00
1.500000000000000000e+01,-4.900000000000000000e+01,1.458070527824654050e+02,1.498458996256301745e+00
1.600000000000000000e+01,-4.900000000000000000e+01,1.457560844558972235e+02,1.512890121546789368e+00
1.700000000000000000e+01,-4.900000000000000000e+01,1.457024771999759309e+02,1.527345431403365872e+00
1.800000000000000000e+01,-4.900000000000000000e+01,1.456463349338733906e+02,1.541818932943335385e+00
1.900000000000000000e+01,-4.900000000000000000e+01,1.455877632575738687e+02,1.556304587729396616e+00
2.000000000000000000e+01,-4.900000000000000000e+01,1.455268689117643248e+02,1.570796326794896558e+00
2.100000000000000000e+01,-4.900000000000000000e+01,1.454637592640854962e+02,1.585288065860396722e+00
2.200000000000000000e+01,-4.900000000000000000e+01,1.453985418250825035e+02,1.599773720646457953e+00
2.300000000000000000e+01,-4.900000000000000000e+01,1.453313237964588893e+02,1.614247222186427466e+00
2.400000000000000000e+01,-4.900000000000000000e+01,1.452622116535327450e+02,1.628702532043003970e+00
2.500000000000000000e+01,-4.900000000000000000e+01,1.451913107631283140e+02,1.643133657333491593e+00
2.600000000000000000e+01,-4.900000000000000000e+01,1.451187250375254223e+02,1.657534665470881796e+00
2.700000000000000000e+01,-4.900000000000000000e+01,1.450445566245355167e+02,1.671899698531195133e+00
2.800000000000000000e+01,-4.900000000000000000e+01,1.449689056332863117e+02,1.686222987161821285e+00
2.900000000000000000e+01,-4.900000000000000000e+01,1.448918698948750432e+02,1.700498863950808737e+00
3.000000000000000000e+01,-4.900000000000000000e+01,1.448135447566968992e+02,1.714721776183112834e+00
3.100000000000000000e+01,-4.900000000000000000e+01,1.447340229089654713e+02,1.728886297916582437e+00
3.200000000000000000e+01,-4.900000000000000000e+01,1.446533942417155458e+02,1.742987141317835720e+00
3.300000000000000000e+01,-4.900000000000000000e+01,1.445717457304081961e+02,1.757019167206038013e+00
3.400000000000000000e+01,-4.900000000000000000e+01,1.444891613481422041e+02,1.770977394760785195e+00
3.500000000000000000e+01,-4.900000000000000000e+01,1.444057220024050991e+02,1.784857010358718021e+00
3.600000000000000000e+01,-4.900000000000000000e+01,1.443215054942689335e+02,1.798653375511996444e+00
3.700000000000000000e+01,-4.900000000000000000e+01,1.442365864979420849e+02,1.812362033890222657e+00
3.800000000000000000e+01,-4.900000000000000000e+01,1.441510365586254920e+02,1.825978717415714936e+00
3.900000000000000000e+01,-4.900000000000000000e+01,1.440649241066823549e+02,1.839499351430067708e+00
4.000000000000000000e+01,-4.900000000000000000e+01,1.439783144862100244e+02,1.852920058937612025e+00
4.100000000000000000e+01,-4.900000000000000000e+01,1.438912699961994690e+02,1.866237163938616606e+00
4.200000000000000000e+01,-4.900000000000000000e+01,1.438038499425719294e+02,1.879447193871761845e+00
4.300000000000000000e+01,-4.900000000000000000e+01,1.437161106994968804e+02,1.892546881191538910e+00
4.400000000000000000e+01,-4.900000000000000000e+01,1.436281057785123778e+02,1.905533164111711253e+00
4.500000000000000000e+01,-4.900000000000000000e+01,1.435398859040876118e+02,1.918403186550798445e+00
4.600000000000000000e+01,-4.900000000000000000e+01,1.434514990943860653e+02,1.931154297319689794e+00
4.700000000000000000e+01,-4.900000000000000000e+01,1.433629907461035202e+02,1.943784048594957570e+00
4.800000000000000000e+01,-4.900000000000000000e+01,1.432744037223672535e+02,1.956290193724225857e+00
4.900000000000000000e+01,-4.900000000000000000e+01,1.431857784427899105e+02,1.968670684412066052e+00
5.000000000000000000e+01,-4.900000000000000000e+01,1.430971529748737225e+02,1.980923667336387695e+00
-5.000000000000000000e+01,-4.800000000000000000e+01,1.431839700126913044e+02,7.709064243319483367e-01
-4.900000000000000000e+01,-4.800000000000000000e+01,1.432744037223672535e+02,7.780990229537511071e-01
-4.800000000000000000e+01,-4.800000000000000000e+01,1.433648752958484351e+02,7.853981633974482790e-01
-4.700000000000000000e+01,-4.800000000000000000e+01,1.434553466647985260e+02,7.928054353286133615e-01
-4.600000000000000000e+01,-4.800000000000000000e+01,1.435457773065090805e+02,8.003224283875333134e-01
-4.500000000000000000e+01,-4.800000000000000000e+01,1.436361241418684358e+02,8.079507300477526410e-01
-4.400000000000000000e+01,-4.800000000000000000e+01,1.437263414340726797e+02,8.156919233162234217e-01
-4.300000000000000000e+01,-4.800000000000000000e+01,1.438163806889012335e+02,8.235475842684308878e-01
-4.200000000000000000e+01,-4.800000000000000000e+01,1.439061905574929199e+02,8.315192794119594666e-01
-4.100000000000000000e+01,-4.800000000000000000e+01,1.439957167426786953e+02,8.396085628721117189e-01
-4.000000000000000000e+01,-4.800000000000000000e+01,1.440849019100534747e+02,8.478169733934056707e-01
-3.900000000000000000e+01,-4.800000000000000000e+01,1.441736856051036284e+02,8.561460311510559196e-01
-3.800000000000000000e+01,-4.800000000000000000e+01,1.442620041778425843e+02,8.645972343668998361e-01
-3.700000000000000000e+01,-4.800000000000000000e+01,1.443497907165470622e+02,8.731720557246687164e-01
-3.600000000000000000e+01,-4.800000000000000000e+01,1.444369749923271229e+02,8.818719385800352084e-01
-3.500000000000000000e+01,-4.800000000000000000e+01,1.445234834164003246e+02,8.906982929614964961e-01
-3.400000000000000000e+01,-4.800000000000000000e+01,1.446092390120722371e+02,8.996524913588878070e-01
-3.300000000000000000e+01,-4.800000000000000000e+01,1.446941614035488328e+02,9.087358642971722356e-01
-3.200000000000000000e+01,-4.800000000000000000e+01,1.447781668238131374e+02,9.179496956941223251e-01
-3.100000000000000000e+01,-4.800000000000000000e+01,1.448611681438890741e+02,9.272952180016121870e-01
-3.000000000000000000e+01,-4.800000000000000000e+01,1.449430749258779940e+02,9.367736071314745061e-01
-2.900000000000000000e+01,-4.800000000000000000e+01,1.450237935021871181e+02,9.463859771682557875e-01
-2.800000000000000000e+01,-4.800000000000000000e+01,1.451032270833630093e+02,9.561333748727310899e-01
-2.700000000000000000e+01,-4.800000000000000000e+01,1.451812758968933679e+02,9.660167739817158150e-01
-2.600000000000000000e+01,-4.800000000000000000e+01,1.452578373592374419e+02,9.760370693115437701e-01
-2.500000000000000000e+01,-4.800000000000000000e+01,1.453328062831840271e+02,9.861950706745702400e-01
-2.400000000000000000e+01,-4.800000000000000000e+01,1.454060751224076853e+02,9.964914966201948721e-01
-2.300000000000000000e+01,-4.800000000000000000e+01,1.454775342547956143e+02,1.006926968014196344e+00
-2.200000000000000000e+01,-4.800000000000000000e+01,1.455470723057403006e+02,1.017502001472603945e+00
-2.100000000000000000e+01,-4.800000000000000000e+01,1.456145765121389104e+02,1.028217002668906144e+00
-2.000000000000000000e+01,-4.800000000000000000e+01,1.456799331273040252e+02,1.039072259536091059e+00
-1.900000000000000000e+01,-4.800000000000000000e+01,1.457430278663740921e+02,1.050067935387825946e+00
-1.800000000000000000e+01,-4.800000000000000000e+01,1.458037463911225586e+02,1.061204061985970837e+00
-1.700000000000000000e+01,-4.800000000000000000e+01,1.458619748323064869e+02,1.072480532584590751e+00
-1.600000000000000000e+01,-4.800000000000000000e+01,1.459176003468814997e+02,1.083897094983627518e+00
-1.500000000000000000e+01,-4.800000000000000000e+01,1.459705117065559534e+02,1.095453344628401604e+00
-1.400000000000000000e+01,-4.800000000000000000e+01,1.460205999132796251e+02,1.107148717794090409e+00
-1.300000000000000000e+01,-4.800000000000000000e+01,1.460677588363870427e+02,1.118982484897241392e+00
-1.200000000000000000e+01,-4.800000000000000000e+01,1.461118858652647532e+02,1.130953743979160375e+00
-1.100000000000000000e+01,-4.800000000000000000e+01,1.461528825706171801e+02,1.143061414408654608e+00
-1.000000000000000000e+01,-4.800000000000000000e+01,1.461906553666929653e+02,1.155304230854006020e+00
-9.000000000000000000e+00,-4.800000000000000000e+01,1.462251161662386778e+02,1.167680737576197725e+00
-8.000000000000000000e+00,-4.800000000000000000e+01,1.462561830194911749e+02,1.180189283097209829e+00
-7.000000000000000000e+00,-4.800000000000000000e+01,1.462837807282397762e+02,1.192828015298623257e+00
-6.000000000000000000e+00,-4.800000000000000000e+01,1.463078414258985731e+02,1.205594877006723520e+00
-5.000000000000000000e+00,-4.800000000000000000e+01,1.463283051146531761e+02,1.218487602120754909e+00
-4.000000000000000000e+00,-4.800000000000000000e+01,1.463451201510910096e+02,1.231503712340851875e+00
-3.000000000000000000e+00,-4.800000000000000000e+01,1.463582436722938098e+02,1.244640514551443644e+00
-2.000000000000000000e+00,-4.800000000000000000e+01,1.463676419551630659e+02,1.257895098914512122e+00
-1.000000000000000000e+00,-4.800000000000000000e+01,1.463732907027433328e+02,1.271264337724973492e+00
0.000000000000000000e+00,-4.800000000000000000e+01,1.463751752524882477e+02,1.284744885077578447e+00
1.000000000000000000e+00,-4.800000000000000000e+01,1.463732907027433328e+02,1.298333177391104876e+00
2.000000000000000000e+00,-4.800000000000000000e+01,1.463676419551630659e+02,1.312025434831199044e+00
3.000000000000000000e+00,-4.800000000000000000e+01,1.463582436722938098e+02,1.325817663668032553e+00
4.000000000000000000e+00,-4.800000000000000000e+01,1.463451201510910096e+02,1.339705659598999565e+00
5.000000000000000000e+00,-4.800000000000000000e+01,1.463283051146531761e+02,1.353685012059991477e+00
6.000000000000000000e+00,-4.800000000000000000e+01,1.463078414258985731e+02,1.367751109541431420e+00
7.000000000000000000e+00,-4.800000000000000000e+01,1.462837807282397762e+02,1.381899145917274030e+00
8.000000000000000000e+00,-4.800000000000000000e+01,1.462561830194911749e+02,1.396124127786656954e+00
9.000000000000000000e+00,-4.800000000000000000e+01,1.462251161662386778e+02,1.410420882818945953e+00
1.000000000000000000e+01,-4.800000000000000000e+01,1.461906553666929653e+02,1.424784069083621318e+00
1.100000000000000000e+01,-4.800000000000000000e+01,1.461528825706171801e+02,1.439208185336976031e+00
1.200000000000000000e+01,-4.800000000000000000e+01,1.461118858652647532e+02,1.453687582228032404e+00
1.300000000000000000e+01,-4.800000000000000000e+01,1.460677588363870427e+02,1.468216474376601965e+00
1.400000000000000000e+01,-4.800000000000000000e+01,1.460205999132796251e+02,1.482788953267155874e+00
1.500000000000000000e+01,-4.800000000000000000e+01,1.459705117065559534e+02,1.497399000893284926e+00
1.600000000000000000e+01,-4.800000000000000000e+01,1.459176003468814997e+02,1.512040504079174008e+00
1.700000000000000000e+01,-4.800000000000000000e+01,1.458619748323064869e+02,1.526707269396824884e+00
1.800000000000000000e+01,-4.800000000000000000e+01,1.458037463911225586e+02,1.541393038590891607e+00
1.900000000000000000e+01,-4.800000000000000000e+01,1.457430278663740921e+02,1.556091504417045135e+00
2.000000000000000000e+01,-4.800000000000000000e+01,1.456799331273040252e+02,1.570796326794896558e+00
2.100000000000000000e+01,-4.800000000000000000e+01,1.456145765121389104e+02,1.585501149172747981e+00
2.200000000000000000e+01,-4.800000000000000000e+01,1.455470723057403006e+02,1.600199614998901732e+00
2.300000000000000000e+01,-4.800000000000000000e+01,1.454775342547956143e+02,1.614885384192968454e+00
2.400000000000000000e+01,-4.800000000000000000e+01,1.454060751224076853e+02,1.629552149510619330e+00
2.500000000000000000e+01,-4.800000000000000000e+01,1.453328062831840271e+02,1.644193652696508190e+00
2.600000000000000000e+01,-4.800000000000000000e+01,1.452578373592374419e+02,1.658803700322637464e+00
2.700000000000000000e+01,-4.800000000000000000e+01,1.451812758968933679e+02,1.673376179213191373e+00
2.800000000000000000e+01,-4.800000000000000000e+01,1.451032270833630093e+02,1.687905071361760934e+00
